City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chennai,15-06-2024,17.3,133.6,167.9,127.8,90.3,25.7,6.14,49.6,180.8,6,11.89,9.36,474.8,Poor
Kolkata,15-06-2024,232.4,124.5,183.8,6,70,21.9,2.89,52.3,181.6,9.83,14.32,2.2,388.3,Moderate
Bangalore,15-06-2024,374.5,154.4,179.2,72.4,47.7,36.6,5.79,63.6,22,0.84,1.78,1.56,94,Satisfactory
Delhi,16-06-2024,129.5,33,2.8,54.9,162.6,38.8,1.76,36.6,199.6,8.5,10.91,2.99,55.1,Severe
Mumbai,16-06-2024,337.6,114.4,167.8,37.1,53.4,6.5,7.59,58.8,138.1,1.71,18.53,7.04,1.1,Good
Chennai,16-06-2024,397.1,453.4,94.7,16.1,4.7,45.6,5.55,87.6,65.1,15.62,13.69,8.8,393.3,Poor
Kolkata,16-06-2024,422.9,437.9,132.2,3.6,228.9,15.4,9.91,65.9,2.9,2.77,27.27,9.2,426.9,Very Poor
Bangalore,16-06-2024,373.4,189.5,189.8,80.3,121.4,21,4.57,27.3,131.1,0.38,8.23,1.01,210.3,Very Poor
Delhi,17-06-2024,459.8,333.6,41,54.5,69.1,17.9,5.34,71.5,16.7,6.58,13.23,9.01,131.3,Poor
Mumbai,17-06-2024,168.3,134.6,181.9,15.5,216.7,48.4,6.41,64.6,50,19.4,18.9,6.24,368.3,Moderate
Chennai,17-06-2024,481.5,106.6,78.7,127.2,225.4,33.6,9.63,49.7,171,18.71,15.06,9.21,135.7,Poor
Kolkata,17-06-2024,273,14.4,42.6,14.5,171.2,31.3,8.86,27.6,129.4,16.95,19.64,0.38,242.9,Very Poor
Bangalore,17-06-2024,368.2,251.4,80.7,129.6,202.3,1,6.2,16.3,74.3,12.58,23.04,3.55,480.5,Moderate
Delhi,18-06-2024,481.4,86,181.8,122.9,231.4,34.2,2.8,65.6,134.6,6.37,13.64,4.32,355.1,Very Poor
Mumbai,18-06-2024,390.5,382.7,173.1,100.5,140.1,27.6,7.64,66.8,57.4,7.6,27.2,7.84,353.3,Moderate
Chennai,18-06-2024,472,248.4,180.9,108.2,137.3,17.5,0.88,77.7,50.4,6.96,10.26,7.74,469.3,Poor
Kolkata,18-06-2024,402.4,552.6,67.4,40.3,85.3,14.2,4.67,26.9,128.2,13.62,23.58,6.63,449.5,Very Poor
Bangalore,18-06-2024,118.1,327.9,87,128.4,7.8,12.9,3.93,49.8,69.2,18.33,12.06,1.6,273.1,Satisfactory
Delhi,19-06-2024,13,196.3,63.7,79.9,138.5,29,0.45,0.9,20.3,13.37,18.02,5.91,279.6,Good
Mumbai,19-06-2024,337.5,389.2,59.3,140,126.5,2.5,2.08,7.3,53.3,17.4,15.38,7.63,183.8,Satisfactory
Chennai,19-06-2024,71.8,120.1,144.7,140.1,77.9,34.5,6.02,46.6,85.1,5.81,25.71,3.7,109.7,Moderate
Kolkata,19-06-2024,73.8,180.1,121,100,54.5,44.1,9.66,17.4,164.4,14.53,28.38,0.59,366.5,Poor
Bangalore,19-06-2024,147.8,144.3,68,148,81,3,3.06,16.9,53.6,3.41,6.24,7.34,269.3,Severe
Delhi,20-06-2024,213.6,476.8,15.7,19.9,209.3,34.9,0.79,32,189.9,2.95,29.46,5.36,311.2,Severe
Mumbai,20-06-2024,220.7,217.8,87.3,42.5,226,17.1,0.09,44.8,92.5,4.98,14.59,4.07,99,Good
Chennai,20-06-2024,187.2,358.5,24.2,22.2,28.5,3.6,0.94,64.5,41.9,4.6,8.11,7.49,307.8,Good
Kolkata,20-06-2024,102.9,435.3,196.1,31.7,168.5,49.1,4.31,45.4,173.7,16.34,27.41,6.96,404.1,Poor
Bangalore,20-06-2024,98.7,420.3,119.5,52.7,176.5,14,7.79,3.6,174.4,11.25,5.18,6.25,295.6,Good
Delhi,21-06-2024,9,530.8,89,144.1,181.1,9.8,3.01,31.9,118.8,8.77,8.24,1.47,234.1,Satisfactory
Mumbai,21-06-2024,124.8,566.3,166.3,108.4,190.2,49.3,8.31,34.5,78,3.1,14.3,1.07,297.4,Poor
Chennai,21-06-2024,431,598.3,10.2,104.1,233.7,0.3,2.51,79.8,198.9,0.41,10.66,2.46,192.8,Moderate
Kolkata,21-06-2024,299.2,89.7,129,64,8.7,29.8,4.76,84.4,140.7,2.62,5.05,8.99,451.3,Moderate
Bangalore,21-06-2024,109.1,138.9,3,96.2,17.5,16.2,9.5,92.2,34,19.7,20.42,1.59,310.2,Satisfactory
Delhi,22-06-2024,128.9,424.6,99.1,27.2,45.4,14.8,4.35,59.3,175.5,11.84,0.73,3.14,404.8,Moderate
Mumbai,22-06-2024,421.8,154.5,7,55.4,94,32,9.48,33.1,92.3,17.87,15.89,1.47,254.3,Severe
Chennai,22-06-2024,142.9,112.2,147.2,12,119.4,40.7,1.14,93.7,64,11.15,22.44,6.76,111.2,Poor
Kolkata,22-06-2024,172,302.2,153.3,89.3,240.1,0.9,7.98,31.5,142.8,10.5,5.4,3.86,482.7,Satisfactory
Bangalore,22-06-2024,84.9,568.4,22.1,15.2,117.6,28.5,2.82,82.5,137.1,11.21,17.32,1.21,141,Severe
Delhi,23-06-2024,164.9,269.2,97.8,71.4,168.8,33.2,4.17,73.5,77,2.86,18.12,3.9,65.1,Very Poor
Mumbai,23-06-2024,126.9,567.2,39.7,20,242.5,7.8,5.64,59.8,175.3,2.24,21.5,0.87,268.5,Good
Chennai,23-06-2024,269.6,245.5,122.1,77.2,121.3,47.2,5.18,92.6,49.7,18.91,25.14,3.54,199.5,Very Poor
Kolkata,23-06-2024,122.6,570.8,120.7,80.7,36.7,9,0.53,42.5,3.1,4.15,14.9,5.27,381.7,Poor
Bangalore,23-06-2024,386.3,286.4,147.3,48.2,91.4,29.1,8.61,81.9,67.1,9.82,24.98,5.29,257,Moderate
Delhi,24-06-2024,34.8,125.2,119.5,121,193.2,20.8,8.3,48.6,184,8.81,2.46,3.03,262.5,Satisfactory
Mumbai,24-06-2024,229.4,362.9,117,74.4,59.9,2.2,3.83,64.1,66.4,13,5.55,3.67,6.1,Good
Chennai,24-06-2024,190.4,300.4,103.6,17.4,233,26.5,1.76,39.9,142.5,3.68,24.18,1.93,55.8,Very Poor
Kolkata,24-06-2024,170.9,467.5,15.7,0.8,42.8,23.4,9.27,13.1,90.2,17.7,23.76,1.2,19.1,Satisfactory
Bangalore,24-06-2024,303,147.6,60.3,140.8,168.8,17.1,2.24,38,148.4,8.35,26.13,1.8,391.6,Good
Delhi,25-06-2024,266.1,103.1,89.9,141.4,14.7,6.3,5.45,40.7,14.6,0.01,21.3,6.09,25.8,Moderate
Mumbai,25-06-2024,362.5,500.9,69.1,69.4,176.4,40.7,9.16,21,13.4,9.42,14.92,6.89,165.8,Poor
Chennai,25-06-2024,300.9,420.9,166,38.4,114.8,26.6,3.11,55.4,103.7,1.89,25.38,6.44,179.8,Severe
Kolkata,25-06-2024,166.2,12.6,113.4,78.1,35.2,11.7,2.31,66.5,77.7,5.24,4.88,5.34,73,Very Poor
Bangalore,25-06-2024,213.9,366.5,141.6,114.2,212.9,29.4,1.35,11,105,14.69,9.82,5.58,242.6,Poor
Delhi,26-06-2024,361.7,550.8,83.5,17,8.4,4.6,3.62,19.9,1.4,10.83,25.59,9.45,353.7,Moderate
Mumbai,26-06-2024,172.6,472.4,72.3,115,239.1,19.4,0.55,16.9,32.8,8.97,1.5,9.2,491.6,Good
Chennai,26-06-2024,214.8,492.1,64.8,79.6,59.8,33.5,1.95,41.9,34.1,15.88,14.55,6.02,307.7,Good
Kolkata,26-06-2024,171.2,259.2,27.3,110.9,176.2,27,5.92,70.6,80.1,9.72,5.01,5.58,464.9,Poor
Bangalore,26-06-2024,392.1,545.7,125.9,90,112.2,22.6,1.59,74.5,38.7,16.18,22.66,0.67,355.4,Very Poor
Delhi,27-06-2024,478.4,278,178.6,15.2,187.8,33.2,1.15,85.2,97.4,1.2,14.43,7.05,294.4,Satisfactory
Mumbai,27-06-2024,442.4,92.2,43.5,83.6,124.3,25.2,7.21,67.3,90.1,19.65,0.46,6.21,445.8,Very Poor
Chennai,27-06-2024,11.4,560.1,52,27.5,175.5,38.7,3.22,81.4,113.1,9.81,17.91,1.43,329.3,Severe
Kolkata,27-06-2024,418.4,201.8,140.8,59.4,235.9,6.5,7.57,27.1,110.1,18.34,7.12,1.55,367,Severe
Bangalore,27-06-2024,402.8,220.7,64.7,66.6,124.1,1.7,0.44,49.1,70,7.6,23,1.18,468.8,Good
Delhi,28-06-2024,15.3,116,154.6,20.2,91,12,7.15,57.8,5.5,17.4,1.26,8.18,450.6,Severe
Mumbai,28-06-2024,459.1,134.1,163.4,31.4,73.2,43.4,0.27,63.9,2,18.64,18.54,6.31,339.8,Very Poor
Chennai,28-06-2024,211.2,539.9,56.2,118.7,110.2,47.2,6.23,18.3,41.5,3.28,15.68,1.98,226.9,Moderate
Kolkata,28-06-2024,260.1,170.1,62.4,26.4,248.8,46.9,0.23,11.7,76.8,13.95,17.23,4.45,432.7,Severe
Bangalore,28-06-2024,394.2,432.1,15.2,127.4,69.9,38.6,6.38,23.8,25.7,6.47,29.64,0.76,371.5,Severe
Delhi,29-06-2024,11.9,509.9,110.2,92.5,164.6,24.7,9.95,29.7,188.7,7.88,18.79,6.72,59.4,Severe
Mumbai,29-06-2024,50,419.6,94.8,73.3,77.9,18.1,7.03,21.7,74.7,13.5,24.94,0.77,91.9,Moderate
Chennai,29-06-2024,412,593.5,115.1,92.4,75.1,19.2,8.59,65.2,77.1,16.83,29.44,4.7,154.4,Very Poor
Kolkata,29-06-2024,325.9,491.3,132.7,30,94.4,43,7.62,79.8,29.9,5.21,17.67,2.93,420.2,Moderate
Bangalore,29-06-2024,337.9,597,16.7,41.6,222.4,34.4,4.92,76.4,40.6,1.98,3.18,5.99,151.5,Moderate
Delhi,30-06-2024,15.6,81.7,4.3,12.2,248.3,24.5,4.95,69.5,77,7.92,29.31,4.11,497.9,Very Poor
Mumbai,30-06-2024,119,100.7,85.1,37.7,28.4,49.5,7.21,43.9,157.2,2.39,3.34,2.65,305.6,Very Poor
Chennai,30-06-2024,311.7,231.7,180.6,139.9,71.1,47.4,6.47,22.3,21,16.51,18.31,7.77,330.9,Very Poor
Kolkata,30-06-2024,111.9,553.2,70.3,78.5,203.9,44.9,0.67,91.1,117.8,15.05,4.86,4.75,184.3,Good
Bangalore,30-06-2024,191.2,62.8,41.8,20,128.8,20.9,8.05,94.8,76.1,5.02,15.93,9.22,219.4,Satisfactory
Delhi,01-07-2024,328.3,191.7,142.5,111.8,12.5,49.8,8.41,88.9,29.2,10.86,0.43,7.3,213.5,Good
Mumbai,01-07-2024,354,471.2,10.4,15.5,203.3,40.7,8.41,47,78.6,14.38,4.19,6.39,77.3,Poor
Chennai,01-07-2024,243.5,491,175.1,95.4,164.8,42.9,9.56,58.4,172.6,7.6,11.98,7.74,154.4,Satisfactory
Kolkata,01-07-2024,411.2,586.6,34.4,110.1,208.4,35.2,9.27,33.6,148.6,12.38,16.1,9.81,268.1,Good
Bangalore,01-07-2024,168.7,419,68.1,27.2,67.7,23.8,4.62,12.9,188.1,12.97,10.31,1.67,19.4,Poor
Delhi,02-07-2024,135.5,564.3,195.1,79,192.7,4.1,2.39,19.3,155.4,18.72,26.22,4.62,127.6,Poor
Mumbai,02-07-2024,159.4,136.3,163,51.3,9.4,36.8,7.43,57,79.3,16.19,29.12,2.53,179.7,Moderate
Chennai,02-07-2024,382.3,375.1,45.8,22.9,234.3,0.4,4.09,52.7,118.7,2.68,9.14,1.91,398.2,Moderate
Kolkata,02-07-2024,253,205.7,8.6,71.4,176.9,40.9,9.72,82.3,118.5,3.2,14.28,3,390,Good
Bangalore,02-07-2024,41.2,46.8,121.6,35.5,38.7,47.7,1.05,36.7,43.5,4.82,6.32,0.45,11.5,Severe
Delhi,03-07-2024,247.9,415.7,43.8,20.3,206.4,11.9,8.51,1.9,175.8,6.49,26.94,8.64,56.8,Good
Mumbai,03-07-2024,131,335.8,119.6,149.2,94.3,40.7,4.06,11.8,28.9,16.43,1.75,5.65,108.4,Satisfactory
Chennai,03-07-2024,285.4,8.9,35.1,118.8,129,17.1,1.82,67.5,83.8,0.13,28.25,7.56,375.6,Severe
Kolkata,03-07-2024,1.6,56.3,92.1,129.4,240,26.6,6.22,38.2,89.6,2.63,29.66,2.3,12.6,Very Poor
Bangalore,03-07-2024,329.6,120.3,146.6,79.1,109.1,43.2,2.93,39.4,94.8,0.34,27.77,2.08,105.7,Satisfactory
Delhi,04-07-2024,388.7,343.1,37.5,21.9,205.2,15.6,4.07,10.9,48.4,12.58,14.62,3.7,64,Severe
Mumbai,04-07-2024,417,144.9,23.2,62,18.3,42,4.4,13.4,125.3,17.53,7.14,1.12,351.5,Satisfactory
Chennai,04-07-2024,92.2,327.4,156.6,13.8,132.3,31.6,3.47,44.5,53.7,3.39,0.15,5.24,357.3,Moderate
Kolkata,04-07-2024,357.9,19.9,79.1,25.8,169.5,1.3,8.68,21,143.2,11.74,1.64,5.01,156.3,Good
Bangalore,04-07-2024,258.7,10.6,159.6,108.3,68.1,6.9,8.55,44.5,189.2,8.38,16.35,7.1,134.7,Moderate
Delhi,05-07-2024,482.6,223,161.9,19.3,175.9,15.4,7.39,80.4,47.9,17.62,29.76,8.05,263.1,Good
Mumbai,05-07-2024,154.6,69.2,117.3,120,92.6,25.1,8.38,20.6,178.8,10.52,21.5,0.06,161.3,Satisfactory
Chennai,05-07-2024,475.1,497.7,182.8,131,90.6,10.5,6.93,29.8,135,14.39,17.08,0.96,362.9,Severe
Kolkata,05-07-2024,374,587.8,145.1,109.3,125.7,29.2,4.66,54.4,191.7,18.11,2.17,0.3,232.7,Very Poor
Bangalore,05-07-2024,286.3,183.3,191.8,118,204.7,15.3,3.53,98.5,113.8,3.73,22.11,2.61,68.1,Severe
Delhi,06-07-2024,9.5,452,80,49.1,107.7,16.8,0.63,2.4,128.5,14.8,8.6,2.57,296.5,Poor
Mumbai,06-07-2024,45.1,281.3,118.2,120.8,147.9,21.1,4.92,63.2,62.8,16.38,16.81,2.58,281.3,Moderate
Chennai,06-07-2024,390.8,140.9,84.2,146.7,158.1,44.6,7.5,28.4,42.2,4.79,7.51,7.75,315.1,Good
Kolkata,06-07-2024,233.1,140.3,109.3,130.5,161.2,6.3,7.09,74.7,180,11.14,18.19,5.87,38.9,Severe
Bangalore,06-07-2024,97.4,123.5,138.8,23,214.3,44.4,1.89,32.4,72.8,17.2,16.02,3.79,86.3,Good
Delhi,07-07-2024,379.7,238.2,120.1,100.8,181.6,35.7,0.81,78.9,21.4,1.54,8.65,0.69,295.3,Severe
Mumbai,07-07-2024,163.8,21.3,36.3,33.8,82.9,43.6,4.36,93.4,119.7,15.25,21.18,4.59,366.4,Severe
Chennai,07-07-2024,7.5,428.5,38.1,75.7,164.1,12.1,5.36,78.4,38.2,14.23,10.12,9.16,202.8,Moderate
Kolkata,07-07-2024,280.6,2,91.9,106.8,40.6,5.6,9.84,14,94.5,6.44,17.65,9.72,403.7,Satisfactory
Bangalore,07-07-2024,255,427.2,113.2,11.4,122.7,29,0.08,26.1,45.6,14.08,17,6.43,426.5,Poor
Delhi,08-07-2024,183.4,169.1,98.3,95.6,102.6,43,1.14,32.2,179,2.05,2.13,3.35,303.9,Moderate
Mumbai,08-07-2024,349.2,132,48.6,13,36,44.4,9.49,32,186,0.81,6.2,8.25,284.4,Very Poor
Chennai,08-07-2024,435.2,509.7,143.6,45.6,51.8,7.3,1.56,24.8,120.1,3.56,1.43,9.13,173.9,Moderate
Kolkata,08-07-2024,44.4,76.9,147.3,129.7,143.7,30,3.32,52.9,150.7,7.15,22.5,5.06,171.6,Good
Bangalore,08-07-2024,134,445.4,108.8,79.3,103.7,10.9,0.11,66,71.7,8.02,7.05,5.5,465.7,Very Poor
Delhi,09-07-2024,441.2,162.1,116.3,85.1,141.3,47.3,6.01,36.2,127,1.92,27.92,5.39,125,Satisfactory
Mumbai,09-07-2024,377.3,19.3,108.4,68.4,242,48.4,2.16,49.3,185.2,5.14,11.61,8.56,334.9,Satisfactory
Chennai,09-07-2024,264.7,105.5,154.8,105.3,183.4,27.5,7.65,19.3,90.8,2.69,7.45,5.75,268.1,Severe
Kolkata,09-07-2024,266.3,594.6,163.9,58.7,188.5,9.1,3.03,71,86.7,13.37,6.5,8.13,485.2,Moderate
Bangalore,09-07-2024,398.9,535.5,59.8,72.9,240.3,3.3,5.6,44,161.7,1.92,23.97,8.38,347.6,Moderate
Delhi,10-07-2024,185.7,155.3,87.6,137.3,45.1,10.1,5.5,54.8,123.7,4.62,20.07,1.85,486.6,Poor
Mumbai,10-07-2024,459.9,588.9,65.5,105.3,90.5,49.2,9.21,40.5,72.1,14.11,14.74,2.49,39.7,Poor
Chennai,10-07-2024,407.2,471.6,102.1,81,149.5,3.5,9,85.4,94.6,17.39,7.21,3.06,28.1,Poor
Kolkata,10-07-2024,441.8,165,130.3,82.3,65.1,49,4.37,65.7,126.3,4.18,3.5,1.94,494.1,Severe
Bangalore,10-07-2024,486.5,502.4,182.6,59.8,158.1,33.7,0.42,57.3,113.5,18,27.69,0.61,424.8,Severe
Delhi,11-07-2024,488,135.6,86.5,119.4,12.8,45.3,0.92,64.1,37.3,5.22,18.27,7.3,293.9,Very Poor
Mumbai,11-07-2024,446.2,527.8,125,53.9,179,38.2,5.27,28.9,101.5,7.14,3.17,4.08,391.1,Poor
Chennai,11-07-2024,303.8,477.9,109.2,100.5,128.5,15.1,4.4,86,11.9,7.7,0.89,3.32,344.5,Very Poor
Kolkata,11-07-2024,273.5,383.9,133.2,148.5,167.4,23.6,4.75,82.9,148.9,5.3,19.45,8.46,249.4,Severe
Bangalore,11-07-2024,206.9,59.9,91.5,131.6,37.4,39.6,6.15,37.9,141.2,10.87,4.13,8.96,182.4,Very Poor
Delhi,12-07-2024,144.2,454.4,55.7,5.8,107.9,26.2,5.5,21.5,196.9,12.86,29.55,7.03,493.3,Severe
Mumbai,12-07-2024,48.6,374.3,75.4,117.9,5.1,28,7.32,11.3,131.9,8.45,27.86,8.39,106.5,Very Poor
Chennai,12-07-2024,292.5,316.5,95.2,106.4,140.5,47.7,8.1,65.2,0.6,4.26,2.17,7.04,494.2,Severe
Kolkata,12-07-2024,205.1,406,167.9,79,146.1,31.3,4.1,0,135.8,12.85,21.16,6.3,171.2,Moderate
Bangalore,12-07-2024,235.2,470.8,150.3,40.9,123,17.9,5.04,36,52.2,16.62,22.77,0.86,232.3,Poor
Delhi,13-07-2024,473,294.8,87.3,131.2,150.8,12.4,4.93,73.9,173.6,12.19,15.8,6.01,217.7,Good
Mumbai,13-07-2024,334.8,521.6,156.1,4.7,24.2,20.4,5.72,72.7,1.9,19.42,21.39,3.6,110.1,Moderate
Chennai,13-07-2024,348.6,530.5,38.9,132.5,95.6,27.6,5.08,11.8,66.3,16.9,10.08,2.67,441.8,Good
Kolkata,13-07-2024,303.5,535.8,176.8,117.1,194.1,3.7,6.8,62.2,173.7,14.13,5.06,0.82,360.9,Very Poor
Bangalore,13-07-2024,191,503.9,93.3,40.7,133.1,28.2,9.87,55.3,185.8,3.22,3.08,8.74,396.5,Poor
Delhi,14-07-2024,152.4,271.4,124.3,102.8,29.6,3.2,8.35,47,136.2,16.31,12.19,7.78,199.7,Moderate
Mumbai,14-07-2024,387.2,536.3,146.1,28.1,60.7,43.7,7.27,71.3,190.9,6.76,17.86,0.04,435.9,Very Poor
Chennai,14-07-2024,486.6,164.1,137.2,57.3,142.5,10.1,0.93,34.6,178.3,7.67,16.87,9.85,246.1,Satisfactory
Kolkata,14-07-2024,404.8,387.3,26,42.6,229.4,47.1,2.14,22.4,83.6,2.82,0.54,9.56,215.3,Very Poor
Bangalore,14-07-2024,198.4,496.9,110.4,92.2,134.3,12.2,4.47,85.9,2.4,15.17,12.69,0.82,402.2,Severe
Delhi,15-07-2024,394.2,173.8,11.1,47.7,206.2,37.9,2.44,73.2,94.6,10.31,2.57,6.56,437.4,Satisfactory
Mumbai,15-07-2024,253.2,118.3,15.9,93.9,12.5,18.2,9.05,88,66,17.64,13.77,2.91,250.8,Satisfactory
Chennai,15-07-2024,186.4,201.5,98.1,76,151.4,36,1.01,12.9,147,11.37,3.28,4.75,475.6,Good
Kolkata,15-07-2024,143.7,205.7,73.3,103,95.3,48.5,1.88,94.1,95.9,8.69,18.35,3.02,440.1,Very Poor
Bangalore,15-07-2024,1.7,597.1,133.9,115.3,64.2,19.5,6.89,65,54.2,11.66,11.11,1.48,98.1,Very Poor
Delhi,16-07-2024,244.2,547,193.5,43.7,114.5,6.1,6.04,45.7,168.9,0.63,1.83,2.08,484.8,Very Poor
Mumbai,16-07-2024,135.1,396.6,175.7,43.7,41.4,25.7,3.98,74.8,191.1,16.37,15.11,6.24,346,Very Poor
Chennai,16-07-2024,26.2,139.1,114.8,89,212.3,32.7,1.48,90.8,76.4,8.35,18.87,5.38,93.5,Very Poor
Kolkata,16-07-2024,165.3,38.4,51.2,26.3,192.1,49.6,9.22,83,188.8,4.36,27.89,2.37,434.2,Moderate
Bangalore,16-07-2024,381.8,283.2,165.7,27.2,191.4,1.6,3.4,76.8,185.4,8.48,2.5,5.25,438.7,Good
Delhi,17-07-2024,300.2,301.6,162.3,88.7,213.4,19.4,5.62,71.2,158.8,18.26,1.04,4.71,358.9,Poor
Mumbai,17-07-2024,338.3,53.5,8.3,116.8,55.2,10.8,5.73,54.6,131.6,4.73,22.22,3.04,145.3,Severe
Chennai,17-07-2024,360.5,113.1,131.8,102.4,64,10,6.9,3,134.8,0.82,3.98,1.43,285.1,Very Poor
Kolkata,17-07-2024,135.9,235.4,106.1,116.6,175.2,23.3,1.99,86.3,133.1,5.12,7.48,0.72,400,Moderate
Bangalore,17-07-2024,236.7,478.4,145,140.5,15.8,43.9,7.79,17.3,103.5,12.25,5.11,6.86,429.4,Severe
Delhi,18-07-2024,35.9,581.2,191.4,61.3,97.8,29,8.47,44,109.1,8.56,27.67,5.92,143.5,Very Poor
Mumbai,18-07-2024,479.3,320.4,184.4,121.5,19.4,42.9,9.24,0.7,20.1,10.92,23.54,1.34,431,Very Poor
Chennai,18-07-2024,7.7,144.4,124.4,64.2,167.5,31.8,7.47,6.7,69.1,15.51,20.27,8.03,384.7,Very Poor
Kolkata,18-07-2024,154.2,71.6,176,69.7,131.3,41.3,4.08,70.7,155.6,12.68,5.67,5.47,413.3,Very Poor
Bangalore,18-07-2024,468.6,337.3,12.7,5.3,191.4,21.7,6.11,3,117,12.14,1.98,3.89,410.7,Very Poor
Delhi,19-07-2024,173.4,233.3,128.8,123.2,43,5,3.79,11.6,68.4,15.35,6.77,6.6,227.6,Moderate
Mumbai,19-07-2024,116.4,581.5,20.7,42.7,201.7,5.8,2.37,2.3,172.5,10.41,20.82,7.11,218.9,Poor
Chennai,19-07-2024,103,220.3,63.7,77.7,137.6,14.4,7.74,75.8,149,17.1,8.78,2.34,332.7,Very Poor
Kolkata,19-07-2024,176.4,467.1,191.2,122.7,149.1,40,9.41,49,44.7,14.77,4.35,2.41,198.4,Very Poor
Bangalore,19-07-2024,392.6,41.7,101.1,99.9,200.4,41.9,2.88,55.9,154.1,13.76,21.82,5.43,351.4,Severe
Delhi,20-07-2024,169.4,278.1,157.9,122.4,36.7,26.1,3.55,78.6,119.1,7.73,18.2,1.34,370.6,Poor
Mumbai,20-07-2024,373,18.9,16.1,76.3,141.1,4.9,6.09,6.5,118.6,2.57,22.3,1.43,118.9,Moderate
Chennai,20-07-2024,266.6,82.8,6.4,75.7,157.4,5.4,0.56,72.3,87.1,4.28,29.45,7.05,438,Satisfactory
Kolkata,20-07-2024,260,44.6,8.8,94.1,17.3,3.7,9.55,80,40.9,19.7,2.98,6.91,414.7,Severe
Bangalore,20-07-2024,138,523.2,101.7,121.1,105.4,11,3.62,8.1,116,2.77,13.82,4.26,337.1,Poor
Delhi,21-07-2024,231.4,501.2,138.8,15.7,135.6,28.2,5.42,4.2,139.9,19.71,26.6,8.34,19.5,Satisfactory
Mumbai,21-07-2024,145.7,124,165.4,21,211,31.5,4.24,11.4,11.7,16.47,19.9,8.18,315.3,Poor
Chennai,21-07-2024,123.4,327.6,137.1,67.7,68.5,37.4,4.08,49.2,180,10.28,14.22,9.16,258.3,Poor
Kolkata,21-07-2024,53.1,106.1,111.5,59.2,113.9,24.4,5.08,29,187.4,11.72,29.96,4.91,103.6,Severe
Bangalore,21-07-2024,268.8,134.9,161.5,119.8,134.1,36.8,0.35,81.7,146.6,10.94,23.29,7.33,140.4,Moderate
Delhi,22-07-2024,34.6,263.1,45.6,57.5,149,20.9,6.24,58.4,184.7,6.15,5.06,5.83,163.8,Moderate
Mumbai,22-07-2024,190.3,529.6,135,24.9,162.6,39.6,0.71,74,45,12.14,20.09,6,93.7,Poor
Chennai,22-07-2024,249.6,239.4,147.4,143.1,197.4,3.8,7.11,3.1,27.6,10.07,2.3,6.12,222.4,Moderate
Kolkata,22-07-2024,384.3,173.9,133.7,66.2,143.7,49.6,4.53,44,35.9,12.67,15.06,8.8,340.8,Severe
Bangalore,22-07-2024,177.5,281.7,79.7,103.9,10.1,48.2,4.78,42,114.3,10.88,10.41,3.42,478.3,Moderate
Delhi,23-07-2024,11.9,290.1,30.4,43.1,191.6,49.8,8.87,10.3,79.3,3.66,22.7,1.03,280.1,Satisfactory
Mumbai,23-07-2024,342.6,320.8,16.9,22,77.4,26,8.4,78.5,39.7,16.39,14.16,2.29,444.4,Moderate
Chennai,23-07-2024,432.9,229.7,169.4,85.6,9.7,15.6,6.26,32.6,70.6,9.4,13.42,8.8,80.9,Poor
Kolkata,23-07-2024,394,456.7,156,146.6,32.1,30.4,0.32,87.4,32.3,7.03,23.85,6.67,76.8,Very Poor
Bangalore,23-07-2024,46.6,416.5,151.9,61.6,98.5,20.7,9.75,88.9,6.2,0.61,20.79,5.01,64.3,Severe
Delhi,24-07-2024,421.3,359.1,106.7,6.8,28.5,46.3,0.62,82.1,26.2,17.66,7.97,0.96,97,Very Poor
Mumbai,24-07-2024,255.5,136.6,170,9.2,234.8,40.1,0.46,23.1,9.6,14.38,24.97,8.35,374,Moderate
Chennai,24-07-2024,214.8,22.1,155.1,34.8,232.6,7.2,4.01,18.3,74.1,12.01,2.45,0.14,386,Satisfactory
Kolkata,24-07-2024,116.9,563.1,165.3,133.8,5.5,3.3,5.42,27.8,109.5,5.03,9.83,2.44,236.6,Poor
Bangalore,24-07-2024,6.4,556.3,118.9,62.8,177.5,36.6,8.46,93,15.7,9.9,25.34,1.91,144.9,Very Poor
Delhi,25-07-2024,252.1,18.6,63.4,98.7,113.3,23.1,4.97,99.8,174.8,8.05,27.51,3.95,388.9,Satisfactory
Mumbai,25-07-2024,19.9,384.5,198.4,15.3,194.6,12.1,7.02,44.7,40.7,7.96,5.57,8.5,31.7,Satisfactory
Chennai,25-07-2024,173.7,154.9,105,1.5,79.4,4.7,4.59,10.1,195.2,11.3,3.49,1.58,425.2,Satisfactory
Kolkata,25-07-2024,181.2,92,43.3,135.8,9.4,13.4,0.23,2.9,59,17.58,10.7,3.73,82.5,Severe
Bangalore,25-07-2024,208,145.4,188.8,35.9,1,37.5,3.17,25.7,28.9,2.56,10.23,4.72,143.4,Satisfactory
Delhi,26-07-2024,252.6,510.6,171.5,14.3,247.6,34.6,8.82,64.7,79.6,11.95,21.72,1.4,275.9,Good
Mumbai,26-07-2024,248.6,255.6,28.8,55.4,136.6,2.6,7.83,86.9,6.7,4.06,12.4,0.66,71.8,Good
Chennai,26-07-2024,233,390.9,110.5,21.3,49.1,21.9,3.48,77.4,23.1,7.84,3.37,3.55,176.5,Poor
